,pt1,pt2,dist,time,bat
294,"(39.058754, -95.667854)","(35.507948, -97.564657)",470310.0,18113.0,2530448065.4350653
295,"(39.058754, -95.667854)","(35.462338, -97.654087)",483452.0,18670.0,2601594181.2365236
296,"(39.058754, -95.667854)","(35.87844, -97.392471)",420494.0,16069.0,2264909262.2389507
297,"(39.058754, -95.667854)","(41.04622, -95.915192)",234013.0,10357.0,1149102441.0486708
298,"(39.058754, -95.667854)","(37.648431, -98.094183)",291490.0,11738.0,1570963696.068306
299,"(39.058754, -95.667854)","(42.47014, -92.44708)",580964.0,24795.0,2884244070.31508
300,"(39.058754, -95.667854)","(36.081743, -96.054325)",364753.0,16901.0,1718585597.188966
301,"(39.058754, -95.667854)","(36.751521, -96.000152)",288581.0,13679.0,1330641095.8695614
302,"(39.058754, -95.667854)","(36.221004, -95.83666)",356082.0,16297.0,1672099200.612056
303,"(39.058754, -95.667854)","(40.31694, -94.87345)",183731.0,8483.0,900335816.1352035
304,"(32.76662, -96.807086)","(32.89683, -96.68401)",21270.0,1489.0,103150060.33834185
305,"(32.76662, -96.807086)","(30.213718, -97.738941)",318327.0,12779.0,1661551407.0432997
306,"(32.76662, -96.807086)","(36.093705, -95.863764)",419603.0,17582.0,2128407004.399851
307,"(32.76662, -96.807086)","(36.144924, -97.086989)",431630.0,17325.0,2278444470.297545
308,"(32.76662, -96.807086)","(34.773291, -96.697633)",258665.0,11001.0,1345458924.779247
309,"(32.76662, -96.807086)","(32.527872, -93.714249)",306102.0,12230.0,1562447879.3964088
310,"(32.76662, -96.807086)","(35.35468, -94.437379)",450516.0,18735.0,2278792565.4781227
311,"(32.76662, -96.807086)","(35.463717, -97.619498)",339305.0,13581.0,1832684909.8786516
312,"(32.76662, -96.807086)","(35.494079, -97.511596)",331998.0,13202.0,1803002618.70675
313,"(32.76662, -96.807086)","(36.264897, -95.854698)",436617.0,18432.0,2196840149.5263324
314,"(32.76662, -96.807086)","(32.469998, -93.672804)",311281.0,12539.0,1577838754.6876762
315,"(32.76662, -96.807086)","(32.80764, -96.896592)",12575.0,777.0,58034391.19198407
316,"(32.76662, -96.807086)","(35.382404, -92.390824)",586423.0,23148.0,3087425660.757191
317,"(32.76662, -96.807086)","(35.924917, -95.000686)",426612.0,18199.0,2152429258.9172826
318,"(32.76662, -96.807086)","(32.029056, -93.713243)",344798.0,14055.0,1761264430.3348463
319,"(32.76662, -96.807086)","(31.34545, -92.51807)",480419.0,18792.0,2499052280.485129
320,"(32.76662, -96.807086)","(35.853211, -94.989243)",416280.0,17567.0,2113117140.1088922
321,"(32.76662, -96.807086)","(30.181429, -91.993631)",635428.0,24890.0,3303305455.570933
322,"(32.76662, -96.807086)","(35.434767, -97.424626)",330314.0,13203.0,1785789740.2116206
323,"(32.76662, -96.807086)","(36.106651, -97.051781)",426286.0,17146.0,2241071467.6020403
324,"(32.76662, -96.807086)","(35.539229, -98.659654)",436008.0,17221.0,2397953934.1907034
325,"(32.76662, -96.807086)","(35.246922, -97.461247)",306774.0,12178.0,1668877239.1406739
326,"(32.76662, -96.807086)","(30.337826, -95.412461)",323243.0,12738.0,1672105445.6096911
327,"(32.76662, -96.807086)","(35.464849, -97.584064)",336683.0,13519.0,1814763999.7159016
328,"(32.76662, -96.807086)","(34.713769, -98.401654)",318288.0,12954.0,1702806455.3559136
329,"(32.76662, -96.807086)","(35.457897, -97.688507)",345426.0,13828.0,1872044345.2861342
330,"(32.76662, -96.807086)","(33.73573, -97.14484)",125946.0,5198.0,668764089.2332417
331,"(32.76662, -96.807086)","(30.437821, -95.498724)",306361.0,11903.0,1617467313.051565
332,"(32.76662, -96.807086)","(36.127685, -95.995789)",412391.0,17304.0,2087129705.7291842
333,"(32.76662, -96.807086)","(36.434113, -99.427596)",556035.0,22762.0,2982901020.1128616
334,"(32.76662, -96.807086)","(35.40817, -99.379767)",447240.0,19414.0,2347900693.1128254
335,"(32.76662, -96.807086)","(29.618948, -95.190362)",408654.0,16616.0,2053750472.8604584
336,"(32.76662, -96.807086)","(30.725159, -96.425728)",270530.0,10819.0,1397017906.8892922
337,"(32.76662, -96.807086)","(29.784231, -95.800795)",410054.0,16327.0,2104985460.0447807
338,"(32.76662, -96.807086)","(29.533464, -95.776052)",432289.0,17420.0,2196659274.920369
339,"(32.76662, -96.807086)","(35.608029, -97.530713)",347146.0,13884.0,1866379249.785066
340,"(32.76662, -96.807086)","(32.68081, -97.087869)",36162.0,1612.0,196562265.0999962
341,"(32.76662, -96.807086)","(35.490972, -98.967096)",465970.0,18424.0,2549910431.9108114
342,"(32.76662, -96.807086)","(35.838731, -94.631014)",459762.0,19662.0,2342532724.6086006
343,"(32.76662, -96.807086)","(35.106478, -92.43572)",553416.0,21453.0,2919599003.834371
344,"(32.76662, -96.807086)","(31.499498, -97.173412)",159726.0,6571.0,821774775.2032703
345,"(32.76662, -96.807086)","(32.645801, -96.840907)",16760.0,875.0,96264073.2728781
346,"(32.76662, -96.807086)","(32.598649, -97.317542)",66148.0,2929.0,348724211.6344442
347,"(32.76662, -96.807086)","(29.797098, -95.267537)",387678.0,15519.0,1974267557.5558054
348,"(32.76662, -96.807086)","(29.779825, -95.881549)",418179.0,16622.0,2153296128.853245
349,"(32.76662, -96.807086)","(32.4532, -94.706348)",207713.0,8116.0,1087775879.095592
350,"(32.76662, -96.807086)","(35.395749, -97.267868)",341805.0,13602.0,1855048030.5989208
351,"(32.76662, -96.807086)","(32.917907, -96.419128)",41652.0,1991.0,211640819.767515
352,"(32.76662, -96.807086)","(29.31101, -98.617826)",456780.0,18410.0,2369147576.6280847
353,"(32.76662, -96.807086)","(35.189976, -101.706309)",568100.0,23147.0,3216121751.299851
354,"(32.76662, -96.807086)","(29.560871, -95.888031)",446646.0,18155.0,2247809197.94029
355,"(32.76662, -96.807086)","(32.448848, -100.439583)",362476.0,14256.0,2069255877.1425343
356,"(32.76662, -96.807086)","(32.441468, -93.765558)",299680.0,11974.0,1534252397.8589323
357,"(32.76662, -96.807086)","(29.944217, -95.522266)",372894.0,14866.0,1908954652.3440695
358,"(32.76662, -96.807086)","(35.191937, -101.760916)",572788.0,23399.0,3235049666.3781414
359,"(32.76662, -96.807086)","(31.784139, -93.08731)",407955.0,16475.0,2071492861.5406327
360,"(32.76662, -96.807086)","(29.816425, -95.256051)",390279.0,15744.0,1969101862.5041373
361,"(32.76662, -96.807086)","(34.071417, -99.009382)",274392.0,11204.0,1483321754.5422144
362,"(32.76662, -96.807086)","(32.824385, -97.336689)",56620.0,2611.0,292136381.25401556
363,"(32.76662, -96.807086)","(30.0774, -99.10731)",450043.0,19147.0,2372638802.527476
364,"(32.76662, -96.807086)","(35.335799, -94.384145)",454979.0,19089.0,2281440316.4417634
365,"(32.76662, -96.807086)","(30.209862, -92.002378)",631811.0,24765.0,3281028619.8654275
366,"(32.76662, -96.807086)","(31.151717, -93.265081)",463714.0,19093.0,2345690852.496919
367,"(32.76662, -96.807086)","(32.627591, -97.314361)",61203.0,2786.0,325943926.16933966
368,"(32.76662, -96.807086)","(32.789008, -96.652678)",17039.0,922.0,82527209.4863758
369,"(32.76662, -96.807086)","(29.830522, -94.804667)",434458.0,17316.0,2222084130.5807257
370,"(32.76662, -96.807086)","(29.446369, -98.362307)",451202.0,17090.0,2452168697.050499
371,"(32.76662, -96.807086)","(32.354553, -95.302495)",158471.0,6461.0,820849827.4621459
372,"(32.76662, -96.807086)","(35.309665, -99.631741)",458178.0,20022.0,2388805766.033039
373,"(32.76662, -96.807086)","(36.249164, -95.333829)",432113.0,18431.0,2162625007.5006647
374,"(32.76662, -96.807086)","(32.181782, -94.334174)",275696.0,10821.0,1438917978.2948322
375,"(32.76662, -96.807086)","(36.127057, -96.352955)",440724.0,18668.0,2230750397.004794
376,"(32.76662, -96.807086)","(35.58558, -97.58744)",349657.0,14024.0,1885522590.6866012
377,"(32.76662, -96.807086)","(36.706596, -101.443207)",724310.0,31400.0,3812867388.719821
378,"(32.76662, -96.807086)","(32.698465, -97.959695)",112272.0,4931.0,593595144.0499483
379,"(32.76662, -96.807086)","(32.693705, -96.910233)",16639.0,977.0,100530443.81260502
380,"(32.76662, -96.807086)","(32.624236, -96.843053)",19060.0,980.0,109648255.0009815
381,"(32.76662, -96.807086)","(36.113892, -95.889587)",418816.0,17668.0,2115803999.7056136
382,"(32.76662, -96.807086)","(36.535661, -97.33916)",451772.0,17764.0,2421372688.9228444
383,"(32.76662, -96.807086)","(29.793882, -95.266015)",388247.0,15555.0,1974158525.301545
384,"(32.76662, -96.807086)","(31.507287, -97.145928)",155158.0,6244.0,808411366.967958
385,"(32.76662, -96.807086)","(30.330588, -97.701649)",303712.0,12010.0,1612615503.8711586
386,"(32.76662, -96.807086)","(30.337826, -95.412461)",323243.0,12738.0,1672105445.6096911
387,"(32.76662, -96.807086)","(34.188212, -97.171022)",177381.0,7128.0,967099383.3653958
388,"(32.76662, -96.807086)","(35.486391, -95.148721)",375676.0,15574.0,1909518081.197725
389,"(32.76662, -96.807086)","(29.026255, -95.449404)",468214.0,19175.0,2346290979.9323187
390,"(32.76662, -96.807086)","(35.150538, -97.479381)",293552.0,11527.0,1616287928.445293
391,"(32.76662, -96.807086)","(36.167392, -94.119169)",550682.0,22550.0,2888621865.9122458
392,"(32.76662, -96.807086)","(29.420734, -98.386385)",456373.0,17357.0,2467518790.8716
393,"(32.76662, -96.807086)","(29.930697, -95.420077)",363833.0,14409.0,1871533425.9911404
394,"(32.76662, -96.807086)","(35.02927, -94.647628)",375283.0,17058.0,1803207517.2280774
395,"(32.76662, -96.807086)","(35.626543, -97.496058)",347675.0,13938.0,1869486141.1379557
396,"(32.76662, -96.807086)","(36.161696, -95.829403)",425514.0,17955.0,2150007546.2277145
397,"(32.76662, -96.807086)","(35.840761, -98.419831)",437169.0,17426.0,2372920370.103311
398,"(32.76662, -96.807086)","(31.207465, -95.996079)",215496.0,8463.0,1131871097.1197631
399,"(32.76662, -96.807086)","(35.392817, -97.422948)",326554.0,12958.0,1783033748.9960592
400,"(32.76662, -96.807086)","(35.478088, -97.741089)",350733.0,14082.0,1901783155.3279917
401,"(32.76662, -96.807086)","(29.6257, -95.288383)",403587.0,16314.0,2035678636.8815699
402,"(32.76662, -96.807086)","(35.25655, -96.671004)",313392.0,13323.0,1612349718.222459
403,"(32.76662, -96.807086)","(35.507948, -97.564657)",341270.0,13659.0,1842491551.1020868
404,"(32.76662, -96.807086)","(35.462338, -97.654087)",342045.0,13658.0,1854600917.823055
405,"(32.76662, -96.807086)","(35.87844, -97.392471)",377408.0,15014.0,2016710987.692091
406,"(32.76662, -96.807086)","(34.584172, -98.396813)",303310.0,12422.0,1616890575.3747065
407,"(32.76662, -96.807086)","(30.094552, -97.811104)",334157.0,13364.0,1757113076.586718
408,"(32.76662, -96.807086)","(29.628285, -95.412268)",400513.0,16259.0,2014528345.0482497
409,"(32.76662, -96.807086)","(36.081743, -96.054325)",411792.0,17239.0,2096594968.1732724
410,"(32.76662, -96.807086)","(32.648858, -96.782923)",18495.0,1027.0,102497750.53004722
411,"(32.76662, -96.807086)","(36.751521, -96.000152)",489274.0,20813.0,2454730285.997275
412,"(32.76662, -96.807086)","(36.221004, -95.83666)",432285.0,18197.0,2176983282.1465087
413,"(32.76662, -96.807086)","(30.35815, -99.606129)",492979.0,21069.0,2593035316.623318
414,"(32.76662, -96.807086)","(30.25011, -93.01142)",552711.0,23609.0,2710042046.735682
415,"(32.76662, -96.807086)","(33.94423, -96.41932)",147124.0,6041.0,784941341.5722651
416,"(32.76662, -96.807086)","(32.76062, -96.89269)",9830.0,564.0,52538039.893458225
417,"(32.76662, -96.807086)","(32.98445, -97.33049)",64271.0,3135.0,320937559.2251477
418,"(32.76662, -96.807086)","(32.62712, -96.74537)",21697.0,1437.0,100279300.8452871
419,"(32.89683, -96.68401)","(32.76662, -96.807086)",21336.0,1486.0,67660251.77918006
420,"(32.89683, -96.68401)","(30.213718, -97.738941)",347959.0,14041.0,1794841339.6397617
421,"(32.89683, -96.68401)","(36.093705, -95.863764)",408903.0,17189.0,2058090773.9670544
422,"(32.89683, -96.68401)","(36.144924, -97.086989)",432887.0,17335.0,2271730063.463164
423,"(32.89683, -96.68401)","(34.773291, -96.697633)",247965.0,10608.0,1273012388.134594
424,"(32.89683, -96.68401)","(32.527872, -93.714249)",301631.0,12028.0,1524395129.5247827
425,"(32.89683, -96.68401)","(35.35468, -94.437379)",439816.0,18342.0,2206138735.250837
426,"(32.89683, -96.68401)","(35.463717, -97.619498)",340562.0,13592.0,1822555715.6330328
427,"(32.89683, -96.68401)","(35.494079, -97.511596)",333254.0,13212.0,1793010728.9716802
428,"(32.89683, -96.68401)","(36.264897, -95.854698)",425917.0,18039.0,2126578934.447157
429,"(32.89683, -96.68401)","(32.469998, -93.672804)",306810.0,12337.0,1539726251.2402275
430,"(32.89683, -96.68401)","(32.80764, -96.896592)",35740.0,1692.0,156070014.95558468
431,"(32.89683, -96.68401)","(35.382404, -92.390824)",578222.0,22799.0,3032398079.095815
432,"(32.89683, -96.68401)","(35.924917, -95.000686)",415912.0,17806.0,2082263362.9058132
433,"(32.89683, -96.68401)","(32.029056, -93.713243)",340327.0,13853.0,1723086034.201655
434,"(32.89683, -96.68401)","(31.34545, -92.51807)",475948.0,18591.0,2461077200.3248315
435,"(32.89683, -96.68401)","(35.853211, -94.989243)",405580.0,17174.0,2042850903.0054717
436,"(32.89683, -96.68401)","(30.181429, -91.993631)",630957.0,24688.0,3265404644.0682826
437,"(32.89683, -96.68401)","(35.434767, -97.424626)",331571.0,13214.0,1775667947.1489437
438,"(32.89683, -96.68401)","(36.106651, -97.051781)",427542.0,17157.0,2234244034.079021
439,"(32.89683, -96.68401)","(35.539229, -98.659654)",437264.0,17231.0,2388030101.674706
440,"(32.89683, -96.68401)","(35.246922, -97.461247)",308031.0,12188.0,1658899967.8487022
441,"(32.89683, -96.68401)","(30.337826, -95.412461)",342913.0,13426.0,1763897228.1477509
442,"(32.89683, -96.68401)","(35.464849, -97.584064)",337939.0,13529.0,1804685585.7694395
443,"(32.89683, -96.68401)","(34.713769, -98.401654)",323977.0,13176.0,1712705385.8608577
444,"(32.89683, -96.68401)","(35.457897, -97.688507)",346683.0,13839.0,1861923666.639449
445,"(32.89683, -96.68401)","(33.73573, -97.14484)",127202.0,5208.0,662084779.6929166
446,"(32.89683, -96.68401)","(30.437821, -95.498724)",326032.0,12592.0,1709481028.178096
447,"(32.89683, -96.68401)","(36.127685, -95.995789)",401691.0,16911.0,2016820065.3107715
448,"(32.89683, -96.68401)","(36.434113, -99.427596)",557291.0,22773.0,2975873320.3862343
449,"(32.89683, -96.68401)","(35.40817, -99.379767)",452930.0,19636.0,2357695291.9347515
450,"(32.89683, -96.68401)","(29.618948, -95.190362)",428325.0,17304.0,2144423731.242526
451,"(32.89683, -96.68401)","(30.725159, -96.425728)",300162.0,12081.0,1530221946.247581
452,"(32.89683, -96.68401)","(29.784231, -95.800795)",429725.0,17016.0,2189718111.8011045
453,"(32.89683, -96.68401)","(29.533464, -95.776052)",451960.0,18108.0,2287570514.6228504
454,"(32.89683, -96.68401)","(35.608029, -97.530713)",348403.0,13894.0,1856343949.714878
455,"(32.89683, -96.68401)","(32.68081, -97.087869)",62715.0,2793.0,305079320.3575614
456,"(32.89683, -96.68401)","(35.490972, -98.967096)",467226.0,18435.0,2539877406.2530127
457,"(32.89683, -96.68401)","(35.838731, -94.631014)",449062.0,19269.0,2272380663.648962
458,"(32.89683, -96.68401)","(35.106478, -92.43572)",545214.0,21104.0,2864774800.4639406
459,"(32.89683, -96.68401)","(31.499498, -97.173412)",189358.0,7833.0,955309785.1806624
460,"(32.89683, -96.68401)","(32.645801, -96.840907)",47062.0,2071.0,230454546.19884232
461,"(32.89683, -96.68401)","(32.598649, -97.317542)",88484.0,3973.0,433683788.2348868
462,"(32.89683, -96.68401)","(29.797098, -95.267537)",407349.0,16207.0,2059002018.476229
463,"(32.89683, -96.68401)","(29.779825, -95.881549)",437850.0,17310.0,2238159194.73081
464,"(32.89683, -96.68401)","(32.4532, -94.706348)",203242.0,7914.0,1049962965.1497654
465,"(32.89683, -96.68401)","(35.395749, -97.267868)",343062.0,13612.0,1845066757.1893146
466,"(32.89683, -96.68401)","(32.917907, -96.419128)",33450.0,1641.0,150379821.6715028
467,"(32.89683, -96.68401)","(29.31101, -98.617826)",486412.0,19672.0,2502159766.04678
468,"(32.89683, -96.68401)","(29.560871, -95.888031)",466317.0,18844.0,2338357553.474289
469,"(32.89683, -96.68401)","(32.448848, -100.439583)",385472.0,15214.0,2170670955.2363
470,"(32.89683, -96.68401)","(32.441468, -93.765558)",295210.0,11772.0,1496212124.9796603
471,"(32.89683, -96.68401)","(29.944217, -95.522266)",392565.0,15554.0,2000488108.8401132
472,"(32.89683, -96.68401)","(31.784139, -93.08731)",403484.0,16273.0,2033361280.0661294
473,"(32.89683, -96.68401)","(29.816425, -95.256051)",409950.0,16432.0,2058149698.4215977
474,"(32.89683, -96.68401)","(34.071417, -99.009382)",280082.0,11426.0,1496843389.4509413
475,"(32.89683, -96.68401)","(32.824385, -97.336689)",69887.0,3239.0,337235191.5639421
476,"(32.89683, -96.68401)","(30.0774, -99.10731)",479675.0,20409.0,2506160443.3000703
477,"(32.89683, -96.68401)","(35.335799, -94.384145)",444279.0,18696.0,2208876249.931361
478,"(32.89683, -96.68401)","(30.209862, -92.002378)",627340.0,24564.0,3243029533.4965625
479,"(32.89683, -96.68401)","(31.151717, -93.265081)",459243.0,18891.0,2307453311.736062
480,"(32.89683, -96.68401)","(32.627591, -97.314361)",85953.0,3860.0,425653496.9390276
481,"(32.89683, -96.68401)","(32.789008, -96.652678)",18392.0,988.0,72393604.9795615
482,"(32.89683, -96.68401)","(29.830522, -94.804667)",454129.0,18005.0,2306817964.143544
483,"(32.89683, -96.68401)","(29.446369, -98.362307)",480834.0,18352.0,2583726151.6345935
484,"(32.89683, -96.68401)","(32.354553, -95.302495)",154001.0,6259.0,778603921.922969
485,"(32.89683, -96.68401)","(35.309665, -99.631741)",463868.0,20244.0,2398580232.0314612
486,"(32.89683, -96.68401)","(36.249164, -95.333829)",421413.0,18039.0,2092375167.2349505
487,"(32.89683, -96.68401)","(32.181782, -94.334174)",271225.0,10619.0,1401014860.9157221
488,"(32.89683, -96.68401)","(36.127057, -96.352955)",430024.0,18276.0,2160437906.2937374
489,"(32.89683, -96.68401)","(35.58558, -97.58744)",350914.0,14034.0,1875473250.2468593
490,"(32.89683, -96.68401)","(36.706596, -101.443207)",757215.0,31606.0,4043984471.8277006
491,"(32.89683, -96.68401)","(32.698465, -97.959695)",135269.0,5889.0,688348154.8072135
492,"(32.89683, -96.68401)","(32.693705, -96.910233)",46583.0,2133.0,235059015.51329887
493,"(32.89683, -96.68401)","(32.624236, -96.843053)",49026.0,2179.0,235142865.31392765
494,"(32.89683, -96.68401)","(36.113892, -95.889587)",408116.0,17275.0,2045544900.741402
495,"(32.89683, -96.68401)","(36.535661, -97.33916)",453028.0,17775.0,2414814699.9385104
496,"(32.89683, -96.68401)","(29.793882, -95.266015)",407918.0,16243.0,2058878083.1748123
497,"(32.89683, -96.68401)","(31.507287, -97.145928)",184790.0,7506.0,941741189.1375749
498,"(32.89683, -96.68401)","(30.330588, -97.701649)",333344.0,13271.0,1745735012.2312841
499,"(32.89683, -96.68401)","(30.337826, -95.412461)",342913.0,13426.0,1763897228.1477509
