src,dst,pt1_lat,pt1_lon,pt2_lat,pt2_lon,dist,time,bat
5,54,32.76662,-96.807086,35.191937,-101.760916,577280.0,23124.0,
5,55,32.76662,-96.807086,31.784139,-93.08731,408003.0,16486.0,
5,56,32.76662,-96.807086,29.816425,-95.256051,390281.0,15743.0,
5,57,32.76662,-96.807086,34.071417,-99.009382,278930.0,11136.0,
5,58,32.76662,-96.807086,32.824385,-97.336689,58117.0,2499.0,
5,59,32.76662,-96.807086,30.0774,-99.10731,450027.0,19044.0,
5,60,32.76662,-96.807086,35.335799,-94.384145,454951.0,19104.0,
5,61,32.76662,-96.807086,30.209862,-92.002378,632269.0,24759.0,
5,62,32.76662,-96.807086,31.151717,-93.265081,460193.0,19224.0,
5,63,32.76662,-96.807086,32.627591,-97.314361,61205.0,2776.0,
5,64,32.76662,-96.807086,32.789008,-96.652678,17037.0,923.0,
5,65,32.76662,-96.807086,29.830522,-94.804667,434457.0,17320.0,
